type,modified,license,rightsholder,accessrights,bibliographiccitation,references,institutionid,collectionid,datasetid,institutioncode,collectioncode,datasetname,basisofrecord,informationwithheld,datageneralizations,dynamicproperties,occurrenceid,catalognumber,recordnumber,recordedby,individualcount,sex,lifestage,reproductivecondition,behavior,establishmentmeans,occurrencestatus,preparations,disposition,associatedmedia,associatedreferences,associatedsequences,associatedtaxa,othercatalognumbers,occurrenceremarks,organismid,organismname,organismscope,associatedoccurrences,associatedorganisms,previousidentifications,organismremarks,materialsampleid,eventid,fieldnumber,eventdate,eventtime,startdayofyear,enddayofyear,year,month,day,verbatimeventdate,habitat,samplingprotocol,samplingeffort,fieldnotes,eventremarks,locationid,highergeographyid,highergeography,continent,waterbody,islandgroup,island,country,countrycode,stateprovince,county,municipality,locality,verbatimlocality,minimumelevationinmeters,maximumelevationinmeters,verbatimelevation,minimumdepthinmeters,maximumdepthinmeters,verbatimdepth,minimumdistanceabovesurfaceinmeters,maximumdistanceabovesurfaceinmeters,locationaccordingto,locationremarks,decimallatitude,decimallongitude,geodeticdatum,coordinateuncertaintyinmeters,coordinateprecision,verbatimcoordinates,verbatimlatitude,verbatimlongitude,verbatimcoordinatesystem,verbatimsrs,footprintwkt,footprintsrs,georeferencedby,georeferenceddate,georeferenceprotocol,georeferencesources,georeferenceverificationstatus,georeferenceremarks,geologicalcontextid,earliesteonorlowesteonothem,latesteonorhighesteonothem,earliesteraorlowesterathem,latesteraorhighesterathem,earliestperiodorlowestsystem,latestperiodorhighestsystem,earliestepochorlowestseries,latestepochorhighestseries,earliestageorloweststage,latestageorhigheststage,lowestbiostratigraphiczone,highestbiostratigraphiczone,lithostratigraphicterms,group,formation,member,bed,identificationid,identificationqualifier,typestatus,identifiedby,dateidentified,identificationreferences,identificationverificationstatus,identificationremarks,scientificnameid,namepublishedinid,scientificname,acceptednameusage,originalnameusage,namepublishedin,namepublishedinyear,higherclassification,kingdom,phylum,class,order,family,genus,subgenus,specificepithet,infraspecificepithet,taxonrank,verbatimtaxonrank,scientificnameauthorship,vernacularname,nomenclaturalcode,taxonomicstatus,taxonremarks,lengthinmm,lengthtype,lengthunitsinferred,massing,massunitsinferred,underivedlifestage,underivedsex,dataset_url,dataset_citation,gbifdatasetid,gbifpublisherid,dataset_contact_email,dataset_contact,dataset_pubdate,lastindexed,migrator_version,hasmedia,hastissue,wascaptive,isfossil,isarch,vntype,haslength
PhysicalObject,50:01.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237487?seid=4043504. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237487,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,"total length=304 mm; tail length=146 mm; hind foot with claw=36 mm; ear from notch=25 mm; weight=107.8 g; sex=female ; age=adult ; reproductive data=Reproductive Stage: LACTATING, Mammae: 2 ingual",http://arctos.database.museum/guid/MVZ:Mamm:237487?seid=4043504,MVZ:Mamm:237487,980,Collector(s): Heru Handika,1,female,adult,,,,,"whole organism (formalin-fixed, 70% ethanol)",,,,,,collector number=980,,http://arctos.database.museum/guid/MVZ:Mamm:237487,,,,,<i>Bunomys coelestis</i> (accepted ID) identified by Kevin C. Rowe on 2016-10-22; method: expert,,,,,10/22/16,,296,296,2016,10,22,22-Oct-16,Upper Montane Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,,,"Mount Bawakaraeng, Gunung Perak Village Sinjai Barat District, Sinjai Regency","Bawakaraeng Trapline 4, Mount Bawakaraeng, Gunung Perak Village Sinjai Barat District, Sinjai Regency, South Sulawesi, Sulawesi, Indonesia, 2291-2344 el.",2291,2344,,,,,,,Heru Handika,SITE ID=Bawakaraeng Line 4.,-5.304112,119.950436,not recorded,60,,,,,,,,,Heru Handika,10/22/16,MaNIS georeferencing guidelines,Garmin GPSmap 62sc,accepted,,,,,,,,,,,,,,,,,,,,,A,,Kevin C. Rowe,10/22/16,,expert,,,,Bunomys coelestis,,,,,"Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;  (Thomas, 1896)",Animalia,Chordata,Mammalia,Rodentia,Muridae,Bunomys,,coelestis,,species,,,,ICZN,,,304,total length,0,107.8,0,,female,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,50:02.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237488?seid=4043505. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237488,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,"total length=340 mm; tail length=158 mm; hind foot with claw=48 mm; ear from notch=21 mm; weight=151.7 g; sex=male ; age=adult ; reproductive data=Testes position: Scrotal, Testes Size: 25x12",http://arctos.database.museum/guid/MVZ:Mamm:237488?seid=4043505,MVZ:Mamm:237488,1001,Collector(s): Heru Handika,1,male,adult,,,,,"whole organism (formalin-fixed, 70% ethanol)",,,,,,collector number=1001,,http://arctos.database.museum/guid/MVZ:Mamm:237488,,,,,<i>Bunomys coelestis</i> (accepted ID) identified by Heru Handika on 2016-10-23; method: expert,,,,,10/23/16,,297,297,2016,10,23,23-Oct-16,Upper Montane Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,,,"Mount Bawakaraeng, Gunung Perak Village Sinjai Barat District, Sinjai Regency","Bawakaraeng Trapline 4, Mount Bawakaraeng, Gunung Perak Village Sinjai Barat District, Sinjai Regency, South Sulawesi, Sulawesi, Indonesia, 2291-2344 el.",2291,2344,,,,,,,Heru Handika,SITE ID=Bawakaraeng Line 4.,-5.304112,119.950436,not recorded,60,,,,,,,,,Heru Handika,10/23/16,MaNIS georeferencing guidelines,Garmin GPSmap 62sc,accepted,,,,,,,,,,,,,,,,,,,,,A,,Heru Handika,10/23/16,,expert,,,,Bunomys coelestis,,,,,"Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;  (Thomas, 1896)",Animalia,Chordata,Mammalia,Rodentia,Muridae,Bunomys,,coelestis,,species,,,,ICZN,,,340,total length,0,151.7,0,,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,50:02.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237489?seid=4043506. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237489,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,"total length=325 mm; tail length=53 mm; hind foot with claw=37 mm; ear from notch=25 mm; weight=104.6 g; sex=male ; age=adult ; reproductive data=Testes position: Scrotal, Testes Size: 20x8",http://arctos.database.museum/guid/MVZ:Mamm:237489?seid=4043506,MVZ:Mamm:237489,1003,Collector(s): Heru Handika,1,male,adult,,,,,"whole organism (formalin-fixed, 70% ethanol)",,,,,,collector number=1003,,http://arctos.database.museum/guid/MVZ:Mamm:237489,,,,,<i>Bunomys coelestis</i> (accepted ID) identified by Heru Handika on 2016-10-23; method: expert,,,,,10/23/16,,297,297,2016,10,23,23-Oct-16,Upper Montane Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,,,"Mount Bawakaraeng, Gunung Perak Village Sinjai Barat District, Sinjai Regency","Bawakaraeng Trapline 4, Mount Bawakaraeng, Gunung Perak Village Sinjai Barat District, Sinjai Regency, South Sulawesi, Sulawesi, Indonesia, 2291-2344 el.",2291,2344,,,,,,,Heru Handika,SITE ID=Bawakaraeng Line 4.,-5.304112,119.950436,not recorded,60,,,,,,,,,Heru Handika,10/23/16,MaNIS georeferencing guidelines,Garmin GPSmap 62sc,accepted,,,,,,,,,,,,,,,,,,,,,A,,Heru Handika,10/23/16,,expert,,,,Bunomys coelestis,,,,,"Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;  (Thomas, 1896)",Animalia,Chordata,Mammalia,Rodentia,Muridae,Bunomys,,coelestis,,species,,,,ICZN,,,325,total length,0,104.6,0,,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,50:02.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237490?seid=4043507. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237490,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,"total length=316 mm; tail length=149 mm; hind foot with claw=36 mm; ear from notch=27 mm; weight=127.5 g; sex=male ; age=adult ; reproductive data=Testes position: Scrotal, Testes Size: 28x10",http://arctos.database.museum/guid/MVZ:Mamm:237490?seid=4043507,MVZ:Mamm:237490,1022,Collector(s): Heru Handika,1,male,adult,,,,,"whole organism (formalin-fixed, 70% ethanol)",,,,,,collector number=1022,,http://arctos.database.museum/guid/MVZ:Mamm:237490,,,,,<i>Bunomys coelestis</i> (accepted ID) identified by Heru Handika on 2016-10-24; method: expert,,,,,10/24/16,,298,298,2016,10,24,24-Oct-16,Upper Montane Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,,,"Mount Bawakaraeng, Gunung Perak Village Sinjai Barat District, Sinjai Regency","Bawakaraeng Trapline 4, Mount Bawakaraeng, Gunung Perak Village Sinjai Barat District, Sinjai Regency, South Sulawesi, Sulawesi, Indonesia, 2291-2344 el.",2291,2344,,,,,,,Heru Handika,SITE ID=Bawakaraeng Line 4.,-5.304112,119.950436,not recorded,60,,,,,,,,,Heru Handika,10/24/16,MaNIS georeferencing guidelines,Garmin GPSmap 62sc,accepted,,,,,,,,,,,,,,,,,,,,,A,,Heru Handika,10/24/16,,expert,,,,Bunomys coelestis,,,,,"Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;  (Thomas, 1896)",Animalia,Chordata,Mammalia,Rodentia,Muridae,Bunomys,,coelestis,,species,,,,ICZN,,,316,total length,0,127.5,0,,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,50:04.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237495?seid=4043512. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237495,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,total length=248 mm; tail length=106 mm; hind foot with claw=35 mm; ear from notch=23 mm; weight=62.7 g; sex=male ; age=juvenile,http://arctos.database.museum/guid/MVZ:Mamm:237495?seid=4043512,MVZ:Mamm:237495,1081,Collector(s): Heru Handika,1,male,juvenile,,,,,"whole organism (formalin-fixed, 70% ethanol)",,,,,,collector number=1081,,http://arctos.database.museum/guid/MVZ:Mamm:237495,,,,,<i>Bunomys coelestis</i> (accepted ID) identified by Heru Handika on 2016-11-02; method: expert,,,,,11/2/16,,307,307,2016,11,2,2-Nov-16,Upper Montane Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,,,"Bawakaraeng Line 6, Mount Bawakaraeng, Gunung Perak Village Sinjai Barat District, Sinjai Regency","Bawakaraeng Line 6, Mount Bawakaraeng, Gunung Perak Village Sinjai Barat District, Sinjai Regency, South Sulawesi, Sulawesi, Indonesia, 2528 el.",2528,2528,,,,,,,Heru Handika,SITE ID=Bkr Line 6.,-5.309935,119.946762,not recorded,60,,,,,,,,,Heru Handika,11/2/16,MaNIS georeferencing guidelines,Garmin GPSmap 62s,accepted,,,,,,,,,,,,,,,,,,,,,A,,Heru Handika,11/2/16,,expert,,,,Bunomys coelestis,,,,,"Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;  (Thomas, 1896)",Animalia,Chordata,Mammalia,Rodentia,Muridae,Bunomys,,coelestis,,species,,,,ICZN,,,248,total length,0,62.7,0,,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,50:04.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237496?seid=4043513. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237496,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,total length=316 mm; tail length=146 mm; hind foot with claw=37 mm; ear from notch=26 mm; weight=132.1 g; sex=male ; age=adult,http://arctos.database.museum/guid/MVZ:Mamm:237496?seid=4043513,MVZ:Mamm:237496,851,Collector(s): Heru Handika,1,male,adult,,,,,"skull; skin, study",,,,,,collector number=851,,http://arctos.database.museum/guid/MVZ:Mamm:237496,,,,,<i>Bunomys coelestis</i> (accepted ID) identified by Heru Handika on 2016-10-14; method: expert,,,,,10/14/16,,288,288,2016,10,14,14-Oct-16,Lower Montane Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,,,"Mount Bawakaraeng, Gunung Perak Village Sinjai Barat District, Sinjai Regency","Bawakaraeng Trapline 1, Mount Bawakaraeng, Gunung Perak Village Sinjai Barat District, Sinjai Regency, South Sulawesi, Sulawesi, Indonesia, 1713-1754 el.",1713,1754,,,,,,,Heru Handika,SITE ID=Bawakaraeng Line 1.,-5.286815,119.961406,not recorded,150,,,,,,,,,Heru Handika,10/14/16,MaNIS georeferencing guidelines,Garmin GPSmap 62s,accepted,,,,,,,,,,,,,,,,,,,,,A,,Heru Handika,10/14/16,,expert,,,,Bunomys coelestis,,,,,"Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;  (Thomas, 1896)",Animalia,Chordata,Mammalia,Rodentia,Muridae,Bunomys,,coelestis,,species,,,,ICZN,,,316,total length,0,132.1,0,,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,50:05.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237498?seid=4043515. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237498,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,total length=293 mm; tail length=144 mm; hind foot with claw=36 mm; ear from notch=23 mm; weight=77.3 g; sex=female ; age=adult,http://arctos.database.museum/guid/MVZ:Mamm:237498?seid=4043515,MVZ:Mamm:237498,897,Collector(s): Heru Handika,1,female,adult,,,,,"whole organism (formalin-fixed, 70% ethanol)",,,,,,collector number=897,,http://arctos.database.museum/guid/MVZ:Mamm:237498,,,,,<i>Bunomys coelestis</i> (accepted ID) identified by Heru Handika on 2016-10-18; method: expert,,,,,10/18/16,,292,292,2016,10,18,18-Oct-16,Lower Montane Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,,,"Mount Bawakaraeng, Gunung Perak Village Sinjai Barat District, Sinjai Regency","Bawakaraeng Trapline 2, Mount Bawakaraeng, Gunung Perak Village Sinjai Barat District, Sinjai Regency, South Sulawesi, Sulawesi, Indonesia, 1815-1900 el.",1815,1900,,,,,,,Heru Handika,SITE ID=Bawakaraeng Line 2.,-5.291385,119.95757,not recorded,150,,,,,,,,,Heru Handika,10/18/16,MaNIS georeferencing guidelines,Garmin GPSmap 62sc,accepted,,,,,,,,,,,,,,,,,,,,,A,,Heru Handika,10/18/16,,expert,,,,Bunomys coelestis,,,,,"Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;  (Thomas, 1896)",Animalia,Chordata,Mammalia,Rodentia,Muridae,Bunomys,,coelestis,,species,,,,ICZN,,,293,total length,0,77.3,0,,female,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,40:01.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237499?seid=4043535. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237499,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,total length=299 mm; tail length=148 mm; hind foot with claw=36 mm; ear from notch=22 mm; weight=82.9 g; sex=female ; age=adult,http://arctos.database.museum/guid/MVZ:Mamm:237499?seid=4043535,MVZ:Mamm:237499,899,Collector(s): Heru Handika,1,female,adult,,,,,skull,,,,,,collector number=899,,http://arctos.database.museum/guid/MVZ:Mamm:237499,,,,,<i>Bunomys coelestis</i> (accepted ID) identified by Heru Handika on 2016-10-18; method: expert,,,,,10/18/16,,292,292,2016,10,18,18-Oct-16,Lower Montane Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,,,"Mount Bawakaraeng, Gunung Perak Village Sinjai Barat District, Sinjai Regency","Bawakaraeng Trapline 2, Mount Bawakaraeng, Gunung Perak Village Sinjai Barat District, Sinjai Regency, South Sulawesi, Sulawesi, Indonesia, 1815-1900 el.",1815,1900,,,,,,,Heru Handika,SITE ID=Bawakaraeng Line 2.,-5.291385,119.95757,World Geodetic System 1984,150,,-0.044110472,,,decimal degrees,,,,Heru Handika,10/18/16,MaNIS georeferencing guidelines,Garmin GPSmap 62sc,accepted,,,,,,,,,,,,,,,,,,,,,A,,Heru Handika,10/18/16,,expert,,,,Bunomys coelestis,,,,,"Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;  (Thomas, 1896)",Animalia,Chordata,Mammalia,Rodentia,Muridae,Bunomys,,coelestis,,species,,,,ICZN,,,299,total length,0,82.9,0,,female,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,50:24.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237501?seid=4043517. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237501,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,total length=344 mm; tail length=163 mm; hind foot with claw=52 mm; ear from notch=26 mm; weight=122.1 g; sex=male ; age=adult,http://arctos.database.museum/guid/MVZ:Mamm:237501?seid=4043517,MVZ:Mamm:237501,917,Collector(s): Heru Handika,1,male,adult,,,,,"whole organism (formalin-fixed, 70% ethanol)",,,,,,collector number=917,,http://arctos.database.museum/guid/MVZ:Mamm:237501,,,,,<i>Bunomys coelestis</i> (accepted ID) identified by Heru Handika on 2016-10-20; method: expert,,,,,10/20/16,,294,294,2016,10,20,20-Oct-16,Lower Montane Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,,,"Mount Bawakaraeng, Gunung Perak Village Sinjai Barat District, Sinjai Regency","Bawakaraeng Trapline 3, Mount Bawakaraeng, Gunung Perak Village Sinjai Barat District, Sinjai Regency, South Sulawesi, Sulawesi, Indonesia, 2037-2108 el.",2037,2108,,,,,,,Heru Handika,SITE ID=Bawakaraeng Line 3.,-5.297679,119.953887,not recorded,75,,,,,,,,,Heru Handika,10/2/16,MaNIS georeferencing guidelines,Garmin GPSmap 62sc,accepted,,,,,,,,,,,,,,,,,,,,,A,,Heru Handika,10/20/16,,expert,,,,Bunomys coelestis,,,,,"Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;  (Thomas, 1896)",Animalia,Chordata,Mammalia,Rodentia,Muridae,Bunomys,,coelestis,,species,,,,ICZN,,,344,total length,0,122.1,0,,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,50:25.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237503?seid=4043519. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237503,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,"total length=335 mm; tail length=157 mm; hind foot with claw=37 mm; ear from notch=26 mm; weight=129.7 g; sex=male ; age=adult ; reproductive data=Testes position: Scrotal, Testes Size: 30x10",http://arctos.database.museum/guid/MVZ:Mamm:237503?seid=4043519,MVZ:Mamm:237503,993,Collector(s): Heru Handika,1,male,adult,,,,,"whole organism (formalin-fixed, 70% ethanol)",,,,,,collector number=993,,http://arctos.database.museum/guid/MVZ:Mamm:237503,,,,,<i>Bunomys coelestis</i> (accepted ID) identified by Heru Handika on 2016-10-23; method: expert,,,,,10/23/16,,297,297,2016,10,23,23-Oct-16,Lower Montane Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,,,"Mount Bawakaraeng, Gunung Perak Village Sinjai Barat District, Sinjai Regency","Bawakaraeng Trapline 3, Mount Bawakaraeng, Gunung Perak Village Sinjai Barat District, Sinjai Regency, South Sulawesi, Sulawesi, Indonesia, 2037-2108 el.",2037,2108,,,,,,,Heru Handika,SITE ID=Bawakaraeng Line 3.,-5.297679,119.953887,not recorded,75,,,,,,,,,Heru Handika,10/23/16,MaNIS georeferencing guidelines,Garmin GPSmap 62sc,accepted,,,,,,,,,,,,,,,,,,,,,A,,Heru Handika,10/23/16,,expert,,,,Bunomys coelestis,,,,,"Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;  (Thomas, 1896)",Animalia,Chordata,Mammalia,Rodentia,Muridae,Bunomys,,coelestis,,species,,,,ICZN,,,335,total length,0,129.7,0,,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
